fecha,id_tienda,id_producto,unidades_vendidas,nombre,categoria,costo_unitario,precio_venta,costo_almacenamiento_semanal,ciudad,tamaño_m2,stock_actual,day_of_week,week,month,quarter,day,is_weekend,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7
2024-04-01,STORE_20,PROD_007,16.2254608564162,Pastel de Pollo,Alimentos,1500,3500,30,Medellín,33,54,0,14,4,2,1,0,19.0,23.0,27.0,15.428571428571429,5.25538272812254
2024-04-01,STORE_20,PROD_006,15.274370065076868,Croissant,Alimentos,1200,3500,25,Medellín,33,11,0,14,4,2,1,0,20.0,13.0,21.0,18.857142857142858,4.980915960897605
2024-04-01,STORE_10,PROD_008,12.145455663255383,Jugo de Naranja,Bebidas,2000,5000,50,Bogotá,32,18,0,14,4,2,1,0,11.0,19.0,16.0,11.714285714285714,5.468524655221272
2024-04-01,STORE_20,PROD_004,6.302008242582577,Pan de Bono,Alimentos,1000,2800,20,Medellín,33,42,0,14,4,2,1,0,6.0,5.0,4.0,4.428571428571429,2.439750182371753
2024-04-01,STORE_07,PROD_007,5.872565299017334,Pastel de Pollo,Alimentos,1500,3500,30,Bogotá,15,1,0,14,4,2,1,0,6.0,11.0,10.0,6.0,4.54606056566228
2024-04-01,STORE_07,PROD_006,6.80694811947343,Croissant,Alimentos,1200,3500,25,Bogotá,15,20,0,14,4,2,1,0,11.0,7.0,10.0,7.571428571428571,4.237025012008258
2024-04-01,STORE_07,PROD_005,4.923631646918571,Buñuelo,Alimentos,800,2500,20,Bogotá,15,0,0,14,4,2,1,0,6.0,4.0,8.0,3.857142857142857,1.0690449676512763
2024-04-01,STORE_07,PROD_004,3.867793539490376,Pan de Bono,Alimentos,1000,2800,20,Bogotá,15,55,0,14,4,2,1,0,6.0,1.0,2.0,4.285714285714286,2.690370836538807
2024-04-01,STORE_07,PROD_003,5.6214610037486885,Cappuccino,Bebidas,1500,4500,15,Bogotá,15,18,0,14,4,2,1,0,5.0,6.0,11.0,5.714285714285714,1.8898223650469281
2024-04-01,STORE_07,PROD_002,5.786869694689385,Café con Leche,Bebidas,1200,3500,15,Bogotá,15,15,0,14,4,2,1,0,14.0,5.0,8.0,6.142857142857143,3.532165125839021
2024-04-01,STORE_07,PROD_001,3.514269495792838,Tinto,Bebidas,800,2500,10,Bogotá,15,27,0,14,4,2,1,0,2.0,5.0,5.0,3.2857142857142856,1.3801311186859684
